<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2017.05.07	1.29826	1.29883	1.28439	1.28834	1639564	163956398359940	19
2017.05.14	1.28792	1.30468	1.28649	1.30348	1767866	176786598231570	19
2017.05.21	1.29935	1.30421	1.27745	1.28048	1634852	163485198365148	19
2017.05.28	1.28032	1.29203	1.27683	1.28886	1527791	152676998473230	19
2017.06.04	1.28599	1.29768	1.26346	1.27410	1721812	172180998278190	19
2017.06.11	1.27112	1.28169	1.26378	1.27748	1665548	166554798333972	19
2017.06.18	1.27620	1.28136	1.25881	1.27186	1658708	165870798339692	19
2017.06.25	1.27341	1.30292	1.27053	1.30280	1720804	172080298277593	19
2017.07.02	1.29991	1.30227	1.28658	1.28846	1661931	166193098336753	19
2017.07.09	1.28812	1.31131	1.28106	1.31025	1566380	156637998432376	19
2017.07.16	1.30921	1.31250	1.29317	1.29930	1765794	176579398229640	19
2017.07.23	1.29877	1.31581	1.29851	1.31312	1798456	179845598200804	19
2017.07.30	1.31286	1.32677	1.30229	1.30356	1738649	173864898260965	19
2017.08.06	1.30347	1.30583	1.29386	1.30090	473613	0	19
2017.08.13	1.30044	1.30209	1.28309	1.28709	549562	0	19
2017.08.20	1.28628	1.29157	1.27729	1.28770	447271	0	19
2017.08.27	1.29228	1.29946	1.28514	1.29516	507284	0	19
