<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2010.02.10	1.37942	1.38119	1.36767	1.37337	50134	0	8
2010.02.11	1.37336	1.38000	1.35955	1.36885	47992	0	9
2010.02.12	1.36885	1.36943	1.35311	1.36309	49239	0	9
2010.02.15	1.36158	1.36322	1.35785	1.35973	28014	0	8
2010.02.16	1.35981	1.37785	1.35879	1.37587	46771	0	9
2010.02.17	1.37595	1.37881	1.35859	1.35993	47572	0	9
2010.02.18	1.35992	1.36537	1.34835	1.34923	51940	0	8
2010.02.19	1.34952	1.36174	1.34433	1.36116	50902	0	9
2010.02.22	1.36133	1.36531	1.35745	1.35996	38772	0	8
2010.02.23	1.35993	1.36913	1.34961	1.35136	48684	0	8
2010.02.24	1.35141	1.36250	1.35020	1.35372	45827	0	8
2010.02.25	1.35372	1.35702	1.34504	1.35383	49405	0	8
2010.02.26	1.35388	1.36826	1.35300	1.36310	48710	0	8
2010.03.01	1.36222	1.36541	1.34601	1.35677	47959	0	8
2010.03.02	1.35671	1.36213	1.34349	1.36087	48935	0	8
2010.03.03	1.36092	1.37351	1.35921	1.36940	49643	0	8
2010.03.04	1.36950	1.37117	1.35511	1.35793	45572	0	8
2010.03.05	1.35793	1.36297	1.35300	1.36198	36121	0	8
2010.03.08	1.36307	1.37038	1.36056	1.36267	31425	0	8
2010.03.09	1.36266	1.36347	1.35370	1.36013	34288	0	8
2010.03.10	1.36013	1.36793	1.35440	1.36548	31699	0	9
2010.03.11	1.36548	1.36864	1.36206	1.36765	30264	0	9
2010.03.12	1.36770	1.37954	1.36693	1.37678	34667	0	9
2010.03.15	1.37612	1.37746	1.36423	1.36724	34317	0	9
2010.03.16	1.36731	1.37825	1.36566	1.37627	38136	0	9
2010.03.17	1.37642	1.38171	1.37261	1.37353	37087	0	10
2010.03.18	1.37342	1.37402	1.35862	1.36072	39796	0	9
2010.03.19	1.36075	1.36263	1.35029	1.35301	35368	0	10
2010.03.22	1.35174	1.35676	1.34629	1.35578	34603	0	8
2010.03.23	1.35574	1.35687	1.34755	1.34920	40942	0	9
2010.03.24	1.34916	1.34946	1.33050	1.33281	46203	0	9
2010.03.25	1.33276	1.33861	1.32671	1.32735	40724	0	9
