<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2016.08.21	0.86551	0.86633	0.84846	0.85230	457687	0	15
2016.08.28	0.85208	0.85513	0.83749	0.83881	470127	0	14
2016.09.04	0.83838	0.84946	0.83327	0.84646	471017	0	15
2016.09.11	0.84683	0.85813	0.84194	0.85800	556337	0	15
2016.09.18	0.85714	0.86788	0.85343	0.86586	519915	0	15
2016.09.25	0.86579	0.87155	0.85886	0.86593	498760	0	15
2016.10.02	0.86898	0.92611	0.86763	0.90099	631888	0	15
2016.10.09	0.90115	0.91407	0.89663	0.89987	667817	0	15
2016.10.16	0.90242	0.90573	0.88797	0.88974	479265	0	15
2016.10.23	0.88963	0.90178	0.88838	0.90094	544634	0	15
2016.10.30	0.90112	0.90483	0.88564	0.88966	590469	0	15
2016.11.06	0.88816	0.90245	0.85666	0.86174	815353	0	15
2016.11.13	0.86084	0.87066	0.85258	0.85703	758661	0	15
2016.11.20	0.85779	0.86380	0.84593	0.84769	646273	0	15
2016.11.27	0.85039	0.85775	0.83686	0.83739	663064	0	15
2016.12.04	0.84005	0.85718	0.83040	0.83966	620998	0	15
2016.12.11	0.83708	0.84281	0.83309	0.83709	708905	0	15
2016.12.18	0.83573	0.85384	0.83566	0.85107	569870	0	15
2016.12.25	0.85186	0.86689	0.84887	0.85248	497042	0	15
2017.01.01	0.85163	0.85888	0.84493	0.85728	633506	0	15
2017.01.08	0.85938	0.87671	0.85826	0.87201	732433	0	15
2017.01.15	0.88337	0.88513	0.86088	0.86452	790125	0	16
2017.01.22	0.86462	0.86626	0.84697	0.85215	663558	0	16
2017.01.29	0.85162	0.86422	0.84887	0.86407	931485	43704099562959	16
2017.02.05	0.86393	0.86434	0.84928	0.85178	1553579	155346898446531	16
2017.02.12	0.85128	0.85910	0.84551	0.85502	1539953	153995298460047	14
2017.02.19	0.85455	0.85543	0.84017	0.84724	1744925	174492498255075	16
2017.02.26	0.84646	0.86406	0.84627	0.86361	1869791	186979098130209	14
2017.03.05	0.86293	0.87822	0.86240	0.87721	1781726	178172598218274	14
2017.03.12	0.87787	0.87864	0.86592	0.86628	1776148	177614798223852	16
2017.03.19	0.86684	0.87261	0.86042	0.86526	1658727	164816298351837	16
2017.03.26	0.86750	0.87346	0.84850	0.84879	1659247	165924698340753	15
2017.04.02	0.84991	0.85898	0.84940	0.85571	1520640	152063998479360	16
2017.04.09	0.85484	0.85538	0.84665	0.84687	1389019	138901898610981	16
2017.04.16	0.84674	0.85117	0.83123	0.83716	1484378	148437798515622	16
2017.04.23	0.85009	0.85301	0.84041	0.84149	1680794	168079398319206	16
2017.04.30	0.84347	0.85080	0.84159	0.84721	1474292	147429198525708	16
2017.05.07	0.84854	0.84879	0.83829	0.84831	1611009	161100898388991	16
2017.05.14	0.84831	0.86146	0.84570	0.85970	1719749	171974898280251	16
2017.05.21	0.86128	0.87500	0.85991	0.87280	1593982	159398198406018	16
2017.05.28	0.87200	0.87668	0.86549	0.87496	1446660	144591598554084	16
2017.06.04	0.87615	0.88585	0.86348	0.87855	1653554	165355398346446	16
2017.06.11	0.88123	0.88655	0.87186	0.87611	1614472	161447198385528	16
2017.06.18	0.87791	0.88448	0.87335	0.87988	1463158	146315798536842	16
2017.06.25	0.87900	0.88793	0.87621	0.87651	1630641	163064098369359	16
2017.07.02	0.87763	0.88598	0.87557	0.88476	1512390	151238998487610	16
2017.07.09	0.88421	0.89485	0.87421	0.87498	1539009	153900898460991	16
2017.07.16	0.87554	0.89943	0.87438	0.89744	1677928	167792798322072	16
2017.07.23	0.89732	0.89833	0.88903	0.89440	1750352	175035198249648	16
2017.07.30	0.89408	0.90538	0.89217	0.90289	1652672	165267198347328	16
2017.08.06	0.90211	0.91181	0.90069	0.90848	510158	0	16
